date,date_time,home_team,away_team,venue,home_score,away_score,margin,outcome,final,home_odds,away_odds
2012-08-10,2012-08-10 18:40:00,West Coast,Geelong,Domain Stadium,102,97,5,1.0,False,1.68,2.15
2012-08-11,2012-08-11 13:40:00,Adelaide,Fremantle,AAMI Stadium,119,91,28,1.0,False,1.4,2.91
2012-08-11,2012-08-11 13:45:00,St Kilda,Melbourne,MCG,107,82,25,1.0,False,1.05,9.67
2012-08-11,2012-08-11 16:40:00,Gold Coast,GWS Giants,People First Stadium,109,79,30,1.0,False,1.36,3.08
2012-08-11,2012-08-11 19:40:00,Carlton,Brisbane,Marvel Stadium,113,77,36,1.0,False,1.19,4.68
2012-08-11,2012-08-11 19:40:00,Sydney,Collingwood,Accor Stadium,70,78,-8,0.0,False,1.59,2.34
2012-08-12,2012-08-12 13:10:00,Hawthorn,Port Adelaide,UTAS Stadium,159,87,72,1.0,False,1.01,19.5
2012-08-12,2012-08-12 15:15:00,Richmond,Western Bulldogs,MCG,150,80,70,1.0,False,1.14,5.62
2012-08-12,2012-08-12 16:40:00,Essendon,North Melbourne,Marvel Stadium,76,100,-24,0.0,False,2.19,1.65
2012-08-17,2012-08-17 19:50:00,Geelong,St Kilda,Marvel Stadium,123,81,42,1.0,False,1.31,3.38
2012-08-18,2012-08-18 13:45:00,Essendon,Carlton,MCG,60,156,-96,0.0,False,2.05,1.74
2012-08-18,2012-08-18 14:10:00,GWS Giants,Melbourne,Manuka Oval,59,84,-25,0.0,False,4.55,1.19
2012-08-18,2012-08-18 14:40:00,Fremantle,Richmond,Domain Stadium,94,72,22,1.0,False,1.39,2.95
2012-08-18,2012-08-18 19:40:00,Brisbane,Adelaide,Gabba,95,85,10,1.0,False,4.29,1.21
2012-08-18,2012-08-18 19:40:00,Collingwood,North Melbourne,Marvel Stadium,61,91,-30,0.0,False,1.31,3.42
2012-08-19,2012-08-19 12:40:00,Port Adelaide,West Coast,AAMI Stadium,50,98,-48,0.0,False,5.64,1.13
2012-08-19,2012-08-19 15:15:00,Western Bulldogs,Sydney,Marvel Stadium,85,167,-82,0.0,False,8.66,1.06
2012-08-19,2012-08-19 16:40:00,Hawthorn,Gold Coast,MCG,129,65,64,1.0,False,1.01,23.58
2012-08-24,2012-08-24 19:50:00,Richmond,Essendon,MCG,102,57,45,1.0,False,1.59,2.3
2012-08-25,2012-08-25 13:40:00,Port Adelaide,Brisbane,AAMI Stadium,93,104,-11,0.0,False,2.22,1.64
2012-08-25,2012-08-25 13:45:00,St Kilda,GWS Giants,Marvel Stadium,163,35,128,1.0,False,1.01,20.4
2012-08-25,2012-08-25 16:40:00,Sydney,Hawthorn,SCG,95,102,-7,0.0,False,1.97,1.79
2012-08-25,2012-08-25 17:40:00,West Coast,Collingwood,Domain Stadium,107,58,49,1.0,False,1.68,2.16
2012-08-25,2012-08-25 19:40:00,Gold Coast,Carlton,People First Stadium,98,86,12,1.0,False,13.6,1.02
2012-08-26,2012-08-26 13:10:00,Geelong,Western Bulldogs,GMHBA Stadium,107,73,34,1.0,False,1.02,15.55
2012-08-26,2012-08-26 15:15:00,North Melbourne,Fremantle,Marvel Stadium,79,132,-53,0.0,False,1.27,3.67
2012-08-26,2012-08-26 16:40:00,Melbourne,Adelaide,MCG,81,150,-69,0.0,False,6.16,1.12
2012-08-31,2012-08-31 19:50:00,Hawthorn,West Coast,MCG,95,70,25,1.0,False,1.25,3.9
2012-09-01,2012-09-01 13:40:00,Adelaide,Gold Coast,AAMI Stadium,153,62,91,1.0,False,1.01,16.82
2012-09-01,2012-09-01 13:45:00,Geelong,Sydney,GMHBA Stadium,112,78,34,1.0,False,1.65,2.2
2012-09-01,2012-09-01 16:40:00,GWS Giants,North Melbourne,ENGIE Stadium,77,105,-28,0.0,False,16.0,1.01
2012-09-01,2012-09-01 17:40:00,Fremantle,Melbourne,Domain Stadium,101,40,61,1.0,False,1.03,11.75
2012-09-01,2012-09-01 19:40:00,Essendon,Collingwood,MCG,72,104,-32,0.0,False,5.25,1.15
2012-09-02,2012-09-02 13:10:00,Carlton,St Kilda,Marvel Stadium,91,106,-15,0.0,False,1.97,1.8
2012-09-02,2012-09-02 15:15:00,Richmond,Port Adelaide,MCG,106,106,0,0.5,False,1.1,6.84
2012-09-02,2012-09-02 16:40:00,Brisbane,Western Bulldogs,Gabba,128,61,67,1.0,False,1.2,4.56
2012-09-07,2012-09-07 19:50:00,Hawthorn,Collingwood,MCG,135,97,38,1.0,True,1.32,3.35
2012-09-08,2012-09-08 14:45:00,Adelaide,Sydney,AAMI Stadium,42,71,-29,0.0,True,1.63,2.24
2012-09-08,2012-09-08 19:45:00,Geelong,Fremantle,MCG,80,96,-16,0.0,True,1.28,3.64
2012-09-09,2012-09-09 13:15:00,West Coast,North Melbourne,Domain Stadium,162,66,96,1.0,True,1.2,4.53
2012-09-14,2012-09-14 19:45:00,Adelaide,Fremantle,AAMI Stadium,81,71,10,1.0,True,1.6,2.31
2012-09-15,2012-09-15 19:45:00,Collingwood,West Coast,MCG,73,60,13,1.0,True,1.86,1.91
2012-09-21,2012-09-21 19:45:00,Sydney,Collingwood,Accor Stadium,96,70,26,1.0,True,1.55,2.43
2012-09-22,2012-09-22 17:15:00,Hawthorn,Adelaide,MCG,97,92,5,1.0,True,1.13,5.85
2012-09-29,2012-09-29 14:30:00,Hawthorn,Sydney,MCG,81,91,-10,0.0,True,1.52,2.53
2013-03-22,2013-03-22 20:10:00,Adelaide,Essendon,AAMI Stadium,82,117,-35,0.0,False,1.46,2.68
2013-03-23,2013-03-23 16:40:00,Fremantle,West Coast,Domain Stadium,108,80,28,1.0,False,1.76,2.02
2013-03-28,2013-03-28 19:45:00,Carlton,Richmond,MCG,101,106,-5,0.0,False,1.86,1.91
2013-03-30,2013-03-30 13:40:00,Western Bulldogs,Brisbane,Marvel Stadium,127,59,68,1.0,False,3.83,1.27
2013-03-30,2013-03-30 16:40:00,GWS Giants,Sydney,Accor Stadium,76,106,-30,0.0,False,11.62,1.04
2013-03-30,2013-03-30 18:45:00,Gold Coast,St Kilda,People First Stadium,90,77,13,1.0,False,3.37,1.32
2013-03-31,2013-03-31 13:10:00,Melbourne,Port Adelaide,MCG,54,133,-79,0.0,False,1.83,1.94
2013-03-31,2013-03-31 16:40:00,North Melbourne,Collingwood,Marvel Stadium,87,103,-16,0.0,False,2.38,1.58
2013-04-01,2013-04-01 15:20:00,Hawthorn,Geelong,MCG,86,93,-7,0.0,False,1.6,2.32
2013-04-05,2013-04-05 19:50:00,St Kilda,Richmond,MCG,82,99,-17,0.0,False,2.95,1.4
2013-04-06,2013-04-06 13:45:00,Sydney,Gold Coast,SCG,114,73,41,1.0,False,1.09,7.51
2013-04-06,2013-04-06 14:10:00,Western Bulldogs,Fremantle,Marvel Stadium,78,106,-28,0.0,False,3.26,1.33
2013-04-06,2013-04-06 15:40:00,Brisbane,Adelaide,Gabba,77,96,-19,0.0,False,1.99,1.81
2013-04-06,2013-04-06 19:10:00,Port Adelaide,GWS Giants,AAMI Stadium,134,78,56,1.0,False,1.14,5.89
2013-04-06,2013-04-06 19:40:00,Essendon,Melbourne,MCG,184,36,148,1.0,False,1.08,7.93
2013-04-07,2013-04-07 13:10:00,Geelong,North Melbourne,Marvel Stadium,112,108,4,1.0,False,1.43,2.79
2013-04-07,2013-04-07 14:40:00,West Coast,Hawthorn,Domain Stadium,98,148,-50,0.0,False,1.96,1.82
2013-04-07,2013-04-07 15:15:00,Collingwood,Carlton,MCG,117,100,17,1.0,False,1.47,2.68
2013-04-12,2013-04-12 18:40:00,Fremantle,Essendon,Domain Stadium,68,72,-4,0.0,False,1.43,2.84
2013-04-13,2013-04-13 13:45:00,North Melbourne,Sydney,Ninja Stadium,92,131,-39,0.0,False,2.11,1.72
2013-04-13,2013-04-13 14:10:00,Melbourne,West Coast,MCG,83,177,-94,0.0,False,11.52,1.03
2013-04-13,2013-04-13 16:40:00,GWS Giants,St Kilda,Manuka Oval,68,140,-72,0.0,False,4.61,1.2
2013-04-13,2013-04-13 19:40:00,Geelong,Carlton,Marvel Stadium,119,103,16,1.0,False,1.51,2.53
2013-04-13,2013-04-13 19:40:00,Gold Coast,Brisbane,People First Stadium,92,94,-2,0.0,False,2.66,1.47
2013-04-14,2013-04-14 13:10:00,Richmond,Western Bulldogs,Marvel Stadium,135,68,67,1.0,False,1.25,3.9
2013-04-14,2013-04-14 15:15:00,Collingwood,Hawthorn,MCG,90,145,-55,0.0,False,2.35,1.58
2013-04-14,2013-04-14 16:10:00,Port Adelaide,Adelaide,AAMI Stadium,118,109,9,1.0,False,2.7,1.46
2013-04-19,2013-04-19 19:50:00,Sydney,Geelong,SCG,103,124,-21,0.0,False,1.6,2.33
2013-04-20,2013-04-20 13:45:00,Hawthorn,Fremantle,UTAS Stadium,118,76,42,1.0,False,1.17,5.04
2013-04-20,2013-04-20 14:10:00,Richmond,Collingwood,MCG,79,113,-34,0.0,False,1.86,1.92
2013-04-20,2013-04-20 16:40:00,St Kilda,Essendon,Marvel Stadium,91,128,-37,0.0,False,2.49,1.53
2013-04-20,2013-04-20 17:40:00,West Coast,Carlton,Domain Stadium,65,89,-24,0.0,False,1.39,2.95
2013-04-20,2013-04-20 19:40:00,Gold Coast,Port Adelaide,People First Stadium,66,104,-38,0.0,False,2.62,1.49
2013-04-21,2013-04-21 13:10:00,Melbourne,GWS Giants,MCG,144,103,41,1.0,False,1.46,2.69
2013-04-21,2013-04-21 14:45:00,Adelaide,Western Bulldogs,AAMI Stadium,80,28,52,1.0,False,1.11,6.46
2013-04-21,2013-04-21 16:40:00,North Melbourne,Brisbane,Marvel Stadium,125,62,63,1.0,False,1.27,3.78
2013-04-25,2013-04-25 14:40:00,Essendon,Collingwood,MCG,121,75,46,1.0,False,2.21,1.65
2013-04-25,2013-04-25 19:50:00,St Kilda,Sydney,Westpac Stadium,63,79,-16,0.0,False,4.76,1.19
2013-04-26,2013-04-26 18:45:00,Fremantle,Richmond,Domain Stadium,81,80,1,1.0,False,1.45,2.76
2013-04-27,2013-04-27 13:45:00,GWS Giants,Gold Coast,Manuka Oval,104,148,-44,0.0,False,3.19,1.35
2013-04-27,2013-04-27 16:40:00,Carlton,Adelaide,MCG,115,83,32,1.0,False,1.44,2.78
2013-04-27,2013-04-27 19:15:00,Port Adelaide,West Coast,AAMI Stadium,84,79,5,1.0,False,1.97,1.82
2013-04-27,2013-04-27 19:40:00,Western Bulldogs,Geelong,Marvel Stadium,86,107,-21,0.0,False,13.89,1.02
2013-04-28,2013-04-28 15:20:00,Brisbane,Melbourne,Gabba,122,94,28,1.0,False,1.17,4.92
2013-04-28,2013-04-28 16:40:00,Hawthorn,North Melbourne,MCG,99,96,3,1.0,False,1.18,4.89
2013-05-03,2013-05-03 19:50:00,Collingwood,St Kilda,Marvel Stadium,103,77,26,1.0,False,1.22,4.17
2013-05-04,2013-05-04 13:45:00,Essendon,GWS Giants,Marvel Stadium,120,81,39,1.0,False,1.01,19.27
2013-05-04,2013-05-04 14:10:00,North Melbourne,Port Adelaide,Ninja Stadium,93,83,10,1.0,False,1.38,2.98
2013-05-04,2013-05-04 16:10:00,Adelaide,Hawthorn,AAMI Stadium,78,89,-11,0.0,False,4.46,1.2
2013-05-04,2013-05-04 19:40:00,Gold Coast,Fremantle,People First Stadium,54,99,-45,0.0,False,2.83,1.42
2013-05-04,2013-05-04 19:40:00,Richmond,Geelong,MCG,87,131,-44,0.0,False,2.94,1.39
2013-05-05,2013-05-05 13:10:00,Sydney,Brisbane,SCG,115,55,60,1.0,False,1.07,8.53
2013-05-05,2013-05-05 14:40:00,West Coast,Western Bulldogs,Domain Stadium,137,67,70,1.0,False,1.03,13.06
2013-05-05,2013-05-05 15:20:00,Carlton,Melbourne,MCG,121,60,61,1.0,False,1.02,15.5
2013-05-10,2013-05-10 19:50:00,Geelong,Essendon,Marvel Stadium,113,85,28,1.0,False,1.65,2.21
2013-05-11,2013-05-11 13:15:00,Port Adelaide,Richmond,AAMI Stadium,73,114,-41,0.0,False,1.55,2.43
2013-05-11,2013-05-11 14:10:00,Brisbane,West Coast,Gabba,82,108,-26,0.0,False,4.34,1.21
2013-05-11,2013-05-11 16:40:00,Western Bulldogs,North Melbourne,Marvel Stadium,97,151,-54,0.0,False,7.64,1.08
2013-05-11,2013-05-11 17:40:00,Fremantle,Collingwood,Domain Stadium,100,73,27,1.0,False,2.43,1.55
2013-05-11,2013-05-11 19:40:00,Hawthorn,Sydney,MCG,119,82,37,1.0,False,1.48,2.63
2013-05-12,2013-05-12 13:10:00,GWS Giants,Adelaide,ENGIE Stadium,52,187,-135,0.0,False,9.51,1.05
2013-05-12,2013-05-12 16:40:00,Melbourne,Gold Coast,MCG,54,114,-60,0.0,False,2.1,1.72
2013-05-13,2013-05-13 19:40:00,St Kilda,Carlton,Marvel Stadium,77,68,9,1.0,False,3.81,1.26
2013-05-17,2013-05-17 18:40:00,West Coast,North Melbourne,Domain Stadium,90,88,2,1.0,False,1.37,3.06
2013-05-18,2013-05-18 13:45:00,Essendon,Brisbane,Marvel Stadium,86,96,-10,0.0,False,1.04,10.82
2013-05-18,2013-05-18 14:10:00,Hawthorn,GWS Giants,UTAS Stadium,140,57,83,1.0,False,1.01,29.63
2013-05-18,2013-05-18 16:40:00,Gold Coast,Western Bulldogs,People First Stadium,93,61,32,1.0,False,1.62,2.26
2013-05-18,2013-05-18 19:40:00,Collingwood,Geelong,MCG,102,96,6,1.0,False,3.29,1.33
2013-05-18,2013-05-18 19:40:00,Sydney,Fremantle,SCG,70,70,0,0.5,False,1.35,3.15
2013-05-19,2013-05-19 13:10:00,Carlton,Port Adelaide,Marvel Stadium,109,91,18,1.0,False,1.37,3.04
2013-05-19,2013-05-19 15:20:00,Richmond,Melbourne,MCG,106,72,34,1.0,False,1.02,14.7
2013-05-19,2013-05-19 16:10:00,Adelaide,St Kilda,AAMI Stadium,87,47,40,1.0,False,1.33,3.32
2013-05-24,2013-05-24 19:50:00,Collingwood,Sydney,MCG,55,102,-47,0.0,False,1.61,2.28
2013-05-25,2013-05-25 13:15:00,Port Adelaide,Geelong,AAMI Stadium,68,116,-48,0.0,False,4.71,1.18
2013-05-25,2013-05-25 14:10:00,GWS Giants,West Coast,ENGIE Stadium,55,155,-100,0.0,False,16.03,1.01
2013-05-25,2013-05-25 16:40:00,St Kilda,Western Bulldogs,Marvel Stadium,101,110,-9,0.0,False,1.18,4.71
2013-05-25,2013-05-25 19:40:00,Brisbane,Carlton,Gabba,85,98,-13,0.0,False,2.73,1.45
2013-05-25,2013-05-25 19:45:00,Richmond,Essendon,MCG,62,91,-29,0.0,False,2.04,1.75
2013-05-26,2013-05-26 13:10:00,Hawthorn,Gold Coast,MCG,118,92,26,1.0,False,1.01,16.33
2013-05-26,2013-05-26 14:40:00,Fremantle,Melbourne,Domain Stadium,130,40,90,1.0,False,1.01,16.25
2013-05-26,2013-05-26 15:20:00,North Melbourne,Adelaide,Marvel Stadium,124,125,-1,0.0,False,1.44,2.74
2013-05-31,2013-05-31 19:50:00,Brisbane,Collingwood,Gabba,51,100,-49,0.0,False,4.5,1.2
2013-06-01,2013-06-01 13:40:00,Adelaide,Fremantle,AAMI Stadium,59,66,-7,0.0,False,1.81,1.98
2013-06-01,2013-06-01 13:45:00,Carlton,GWS Giants,Marvel Stadium,148,54,94,1.0,False,1.01,18.52
2013-06-01,2013-06-01 16:40:00,Sydney,Essendon,SCG,115,71,44,1.0,False,1.51,2.52
2013-06-01,2013-06-01 19:10:00,Western Bulldogs,Port Adelaide,TIO Stadium,67,58,9,1.0,False,2.57,1.5
2013-06-01,2013-06-01 19:40:00,Geelong,Gold Coast,GMHBA Stadium,123,71,52,1.0,False,1.03,13.05
2013-06-02,2013-06-02 15:20:00,Melbourne,Hawthorn,MCG,48,143,-95,0.0,False,21.38,1.01
2013-06-02,2013-06-02 16:40:00,North Melbourne,St Kilda,Marvel Stadium,133,65,68,1.0,False,1.22,4.29
2013-06-03,2013-06-03 17:40:00,West Coast,Richmond,Domain Stadium,62,103,-41,0.0,False,1.28,3.63
2013-06-07,2013-06-07 19:50:00,Essendon,Carlton,MCG,77,72,5,1.0,False,1.8,1.98
2013-06-08,2013-06-08 13:40:00,GWS Giants,Geelong,ENGIE Stadium,98,157,-59,0.0,False,17.9,1.01
2013-06-08,2013-06-08 16:10:00,Adelaide,Sydney,AAMI Stadium,50,127,-77,0.0,False,2.47,1.53
2013-06-08,2013-06-08 19:40:00,Gold Coast,North Melbourne,People First Stadium,66,51,15,1.0,False,3.4,1.31
2013-06-09,2013-06-09 16:40:00,St Kilda,West Coast,Marvel Stadium,80,84,-4,0.0,False,2.86,1.42
2013-06-10,2013-06-10 15:15:00,Melbourne,Collingwood,MCG,39,122,-83,0.0,False,15.9,1.02
2013-06-14,2013-06-14 19:50:00,Carlton,Hawthorn,Marvel Stadium,87,102,-15,0.0,False,4.07,1.23
2013-06-15,2013-06-15 13:40:00,Richmond,Adelaide,MCG,110,72,38,1.0,False,1.36,3.14
2013-06-15,2013-06-15 14:40:00,Fremantle,Brisbane,Domain Stadium,86,46,40,1.0,False,1.06,9.37
2013-06-15,2013-06-15 19:40:00,Essendon,Gold Coast,Marvel Stadium,115,72,43,1.0,False,1.16,5.29
2013-06-16,2013-06-16 13:10:00,GWS Giants,Port Adelaide,ENGIE Stadium,50,125,-75,0.0,False,4.26,1.22
2013-06-16,2013-06-16 16:40:00,Collingwood,Western Bulldogs,Marvel Stadium,99,65,34,1.0,False,1.11,6.41
2013-06-21,2013-06-21 19:50:00,Hawthorn,West Coast,Marvel Stadium,123,103,20,1.0,False,1.16,5.17
2013-06-22,2013-06-22 13:10:00,Port Adelaide,Sydney,AAMI Stadium,72,54,18,1.0,False,7.12,1.1
2013-06-22,2013-06-22 16:40:00,St Kilda,Melbourne,MCG,104,69,35,1.0,False,1.11,6.47
2013-06-22,2013-06-22 19:40:00,Western Bulldogs,Richmond,Marvel Stadium,61,121,-60,0.0,False,6.65,1.11
2013-06-23,2013-06-23 13:20:00,Fremantle,North Melbourne,Domain Stadium,67,29,38,1.0,False,1.32,3.35
2013-06-23,2013-06-23 16:40:00,Brisbane,Geelong,Gabba,103,98,5,1.0,False,5.58,1.14
2013-06-27,2013-06-27 18:10:00,West Coast,Essendon,Domain Stadium,91,98,-7,0.0,False,2.08,1.73
2013-06-28,2013-06-28 19:50:00,Sydney,Carlton,SCG,65,43,22,1.0,False,1.4,2.93
2013-06-29,2013-06-29 13:40:00,Gold Coast,Adelaide,People First Stadium,83,111,-28,0.0,False,2.35,1.58
2013-06-29,2013-06-29 16:10:00,Port Adelaide,Collingwood,AAMI Stadium,86,51,35,1.0,False,2.96,1.39
2013-06-29,2013-06-29 19:40:00,Geelong,Fremantle,GMHBA Stadium,85,44,41,1.0,False,1.37,3.08
2013-06-29,2013-06-29 19:40:00,Melbourne,Western Bulldogs,MCG,103,100,3,1.0,False,4.29,1.22
2013-06-30,2013-06-30 13:10:00,Hawthorn,Brisbane,UTAS Stadium,143,85,58,1.0,False,1.06,8.84
2013-06-30,2013-06-30 15:20:00,North Melbourne,GWS Giants,Marvel Stadium,130,44,86,1.0,False,1.01,18.75
2013-06-30,2013-06-30 16:40:00,Richmond,St Kilda,MCG,119,55,64,1.0,False,1.19,4.61
2013-07-05,2013-07-05 19:50:00,Carlton,Collingwood,MCG,77,118,-41,0.0,False,1.62,2.27
2013-07-06,2013-07-06 13:45:00,GWS Giants,Western Bulldogs,Manuka Oval,83,87,-4,0.0,False,4.31,1.21
2013-07-06,2013-07-06 14:10:00,North Melbourne,Richmond,Marvel Stadium,128,66,62,1.0,False,2.65,1.47
2013-07-06,2013-07-06 16:40:00,Brisbane,Gold Coast,Gabba,116,83,33,1.0,False,1.29,3.63
2013-07-06,2013-07-06 19:10:00,Adelaide,West Coast,AAMI Stadium,69,75,-6,0.0,False,1.59,2.33
2013-07-06,2013-07-06 19:40:00,Geelong,Hawthorn,MCG,82,72,10,1.0,False,2.25,1.63
2013-07-07,2013-07-07 13:10:00,Melbourne,Sydney,MCG,85,116,-31,0.0,False,14.84,1.02
2013-07-07,2013-07-07 13:20:00,Fremantle,St Kilda,Domain Stadium,100,70,30,1.0,False,1.03,11.92
2013-07-07,2013-07-07 16:40:00,Essendon,Port Adelaide,Marvel Stadium,118,88,30,1.0,False,1.31,3.38
2013-07-12,2013-07-12 19:50:00,Collingwood,Adelaide,MCG,111,84,27,1.0,False,1.18,4.81
2013-07-13,2013-07-13 13:15:00,Port Adelaide,Hawthorn,AAMI Stadium,79,124,-45,0.0,False,3.29,1.33
2013-07-13,2013-07-13 14:10:00,Geelong,Melbourne,GMHBA Stadium,98,30,68,1.0,False,1.01,17.58
2013-07-13,2013-07-13 16:40:00,Richmond,Gold Coast,Cazaly’s Stadium,53,44,9,1.0,False,1.23,4.1
2013-07-13,2013-07-13 19:40:00,Brisbane,North Melbourne,Gabba,117,105,12,1.0,False,2.82,1.43
2013-07-13,2013-07-13 19:40:00,Carlton,St Kilda,Marvel Stadium,110,74,36,1.0,False,1.36,3.12
2013-07-14,2013-07-14 13:10:00,Sydney,GWS Giants,SCG,171,42,129,1.0,False,1.01,19.92
2013-07-14,2013-07-14 14:40:00,West Coast,Fremantle,Domain Stadium,93,121,-28,0.0,False,2.83,1.42
2013-07-14,2013-07-14 15:20:00,Western Bulldogs,Essendon,Marvel Stadium,90,121,-31,0.0,False,7.25,1.09
2013-07-19,2013-07-19 19:50:00,North Melbourne,Carlton,Marvel Stadium,108,109,-1,0.0,False,1.65,2.21
2013-07-20,2013-07-20 13:45:00,Hawthorn,Western Bulldogs,UTAS Stadium,95,76,19,1.0,False,1.01,14.85
2013-07-20,2013-07-20 14:10:00,GWS Giants,Essendon,ENGIE Stadium,77,116,-39,0.0,False,17.22,1.01
2013-07-20,2013-07-20 16:40:00,Gold Coast,Collingwood,People First Stadium,85,78,7,1.0,False,4.83,1.18
2013-07-20,2013-07-20 19:10:00,Melbourne,Brisbane,TIO Stadium,75,94,-19,0.0,False,3.96,1.25
2013-07-20,2013-07-20 19:40:00,St Kilda,Port Adelaide,Marvel Stadium,92,97,-5,0.0,False,2.03,1.77
2013-07-21,2013-07-21 13:10:00,Richmond,Fremantle,MCG,84,57,27,1.0,False,1.7,2.11
2013-07-21,2013-07-21 14:40:00,West Coast,Sydney,Domain Stadium,79,113,-34,0.0,False,2.58,1.49
2013-07-21,2013-07-21 14:50:00,Adelaide,Geelong,AAMI Stadium,94,92,2,1.0,False,4.36,1.21
2013-07-26,2013-07-26 19:50:00,Essendon,Hawthorn,Marvel Stadium,87,143,-56,0.0,False,3.33,1.32
2013-07-27,2013-07-27 13:45:00,Gold Coast,Carlton,People First Stadium,77,120,-43,0.0,False,2.82,1.42
2013-07-27,2013-07-27 14:10:00,Melbourne,North Melbourne,Marvel Stadium,28,150,-122,0.0,False,13.31,1.03
2013-07-27,2013-07-27 16:40:00,Collingwood,GWS Giants,MCG,106,66,40,1.0,False,1.01,21.45
2013-07-27,2013-07-27 17:40:00,Fremantle,Adelaide,Domain Stadium,75,53,22,1.0,False,1.25,3.87
2013-07-27,2013-07-27 19:40:00,Geelong,St Kilda,GMHBA Stadium,137,36,101,1.0,False,1.07,8.27
2013-07-28,2013-07-28 12:40:00,Port Adelaide,Brisbane,AAMI Stadium,71,62,9,1.0,False,1.38,3.0
2013-07-28,2013-07-28 15:20:00,Western Bulldogs,West Coast,Marvel Stadium,111,89,22,1.0,False,2.5,1.52
2013-07-28,2013-07-28 16:40:00,Sydney,Richmond,SCG,110,63,47,1.0,False,1.27,3.68
2013-08-02,2013-08-02 19:50:00,North Melbourne,Geelong,Marvel Stadium,96,86,10,1.0,False,3.35,1.32
2013-08-03,2013-08-03 13:45:00,GWS Giants,Melbourne,ENGIE Stadium,124,87,37,1.0,False,1.65,2.2
2013-08-03,2013-08-03 14:10:00,Hawthorn,Richmond,MCG,66,107,-41,0.0,False,1.21,4.32
2013-08-03,2013-08-03 14:40:00,West Coast,Gold Coast,Domain Stadium,130,113,17,1.0,False,1.44,2.77
2013-08-03,2013-08-03 19:40:00,Brisbane,St Kilda,Gabba,108,77,31,1.0,False,1.26,3.84
2013-08-03,2013-08-03 19:40:00,Carlton,Fremantle,Marvel Stadium,80,116,-36,0.0,False,1.83,1.95
2013-08-04,2013-08-04 13:10:00,Western Bulldogs,Sydney,Marvel Stadium,99,134,-35,0.0,False,7.73,1.08
2013-08-04,2013-08-04 14:50:00,Adelaide,Port Adelaide,AAMI Stadium,103,107,-4,0.0,False,2.01,1.78
2013-08-04,2013-08-04 16:40:00,Collingwood,Essendon,MCG,133,54,79,1.0,False,1.86,1.92
2013-08-09,2013-08-09 19:50:00,St Kilda,Hawthorn,Marvel Stadium,56,102,-46,0.0,False,11.36,1.04
2013-08-10,2013-08-10 13:45:00,Richmond,Brisbane,MCG,97,74,23,1.0,False,1.16,5.05
2013-08-10,2013-08-10 14:10:00,Geelong,Port Adelaide,GMHBA Stadium,129,104,25,1.0,False,1.11,6.53
2013-08-10,2013-08-10 16:40:00,Carlton,Western Bulldogs,Marvel Stadium,89,117,-28,0.0,False,1.34,3.26
2013-08-10,2013-08-10 19:40:00,Gold Coast,Melbourne,People First Stadium,90,77,13,1.0,False,1.12,6.41
2013-08-10,2013-08-10 19:40:00,Sydney,Collingwood,Accor Stadium,71,100,-29,0.0,False,1.41,2.86
2013-08-11,2013-08-11 13:10:00,Essendon,West Coast,Marvel Stadium,67,120,-53,0.0,False,1.42,2.86
2013-08-11,2013-08-11 14:40:00,Fremantle,GWS Giants,Domain Stadium,157,44,113,1.0,False,1.01,18.91
2013-08-11,2013-08-11 14:50:00,Adelaide,North Melbourne,AAMI Stadium,79,70,9,1.0,False,2.04,1.75
2013-08-16,2013-08-16 19:50:00,Hawthorn,Collingwood,MCG,119,84,35,1.0,False,1.53,2.48
2013-08-17,2013-08-17 13:40:00,Port Adelaide,Gold Coast,AAMI Stadium,113,96,17,1.0,False,1.2,4.56
2013-08-17,2013-08-17 13:45:00,Richmond,Carlton,MCG,96,106,-10,0.0,False,1.3,3.52
2013-08-17,2013-08-17 16:40:00,Essendon,North Melbourne,Marvel Stadium,70,115,-45,0.0,False,2.73,1.45
2013-08-17,2013-08-17 17:40:00,West Coast,Geelong,Domain Stadium,41,107,-66,0.0,False,2.65,1.48
2013-08-17,2013-08-17 19:40:00,Brisbane,GWS Giants,Gabba,123,63,60,1.0,False,1.03,12.64
2013-08-18,2013-08-18 13:10:00,Melbourne,Fremantle,MCG,38,133,-95,0.0,False,16.1,1.02
2013-08-18,2013-08-18 15:20:00,Sydney,St Kilda,SCG,118,59,59,1.0,False,1.02,14.85
2013-08-18,2013-08-18 16:40:00,Western Bulldogs,Adelaide,Marvel Stadium,131,114,17,1.0,False,2.08,1.72
2013-08-23,2013-08-23 19:50:00,Collingwood,West Coast,MCG,101,39,62,1.0,False,1.13,5.87
2013-08-24,2013-08-24 13:15:00,Adelaide,Melbourne,AAMI Stadium,120,52,68,1.0,False,1.02,15.5
2013-08-24,2013-08-24 14:10:00,North Melbourne,Hawthorn,Marvel Stadium,103,117,-14,0.0,False,3.28,1.34
2013-08-24,2013-08-24 16:40:00,Geelong,Sydney,GMHBA Stadium,92,48,44,1.0,False,1.46,2.71
2013-08-24,2013-08-24 17:40:00,Fremantle,Port Adelaide,Domain Stadium,134,60,74,1.0,False,1.16,5.17
2013-08-24,2013-08-24 19:40:00,Carlton,Essendon,MCG,76,82,-6,0.0,False,1.41,2.86
2013-08-25,2013-08-25 13:10:00,St Kilda,Gold Coast,Marvel Stadium,116,70,46,1.0,False,1.74,2.06
