date,date_time,home_team,away_team,venue,home_score,away_score,margin,outcome,final,home_odds,away_odds
2022-07-17,2022-07-17 14:50:00,Melbourne,Port Adelaide,TIO Stadium,83,69,14,1.0,False,1.58,2.32
2022-07-17,2022-07-17 16:40:00,Essendon,Gold Coast,Marvel Stadium,103,55,48,1.0,False,1.86,1.89
2022-07-22,2022-07-22 19:50:00,Richmond,Fremantle,Ninja Stadium,52,52,0,0.5,False,1.86,1.88
2022-07-23,2022-07-23 13:45:00,North Melbourne,Hawthorn,SCG,75,121,-46,0.0,False,3.27,1.31
2022-07-23,2022-07-23 13:45:00,Sydney,Adelaide,SCG,118,85,33,1.0,False,1.1,6.35
2022-07-23,2022-07-23 16:05:00,Port Adelaide,Geelong,Adelaide Oval,94,106,-12,0.0,False,2.11,1.69
2022-07-23,2022-07-23 19:10:00,Brisbane,Gold Coast,Gabba,110,93,17,1.0,False,1.23,3.97
2022-07-23,2022-07-23 19:25:00,Western Bulldogs,Melbourne,Marvel Stadium,110,100,10,1.0,False,2.28,1.6
2022-07-24,2022-07-24 13:10:00,Carlton,GWS Giants,Marvel Stadium,90,54,36,1.0,False,1.15,5.03
2022-07-24,2022-07-24 14:40:00,West Coast,St Kilda,Optus Stadium,62,90,-28,0.0,False,3.15,1.33
2022-07-24,2022-07-24 15:20:00,Collingwood,Essendon,MCG,80,76,4,1.0,False,1.7,2.08
2022-07-29,2022-07-29 18:10:00,Fremantle,Melbourne,Optus Stadium,39,85,-46,0.0,False,2.17,1.66
2022-07-30,2022-07-30 13:45:00,Collingwood,Port Adelaide,MCG,88,82,6,1.0,False,1.67,2.14
2022-07-30,2022-07-30 14:10:00,Sydney,GWS Giants,SCG,112,39,73,1.0,False,1.19,4.41
2022-07-30,2022-07-30 16:35:00,St Kilda,Hawthorn,Marvel Stadium,75,63,12,1.0,False,1.63,2.2
2022-07-30,2022-07-30 19:00:00,Adelaide,Carlton,Adelaide Oval,84,55,29,1.0,False,2.9,1.38
2022-07-30,2022-07-30 19:25:00,Geelong,Western Bulldogs,GMHBA Stadium,94,66,28,1.0,False,1.27,3.62
2022-07-31,2022-07-31 13:10:00,Gold Coast,West Coast,People First Stadium,107,104,3,1.0,False,1.15,5.07
2022-07-31,2022-07-31 15:20:00,Richmond,Brisbane,MCG,104,97,7,1.0,False,1.77,1.99
2022-07-31,2022-07-31 16:40:00,Essendon,North Melbourne,Marvel Stadium,114,66,48,1.0,False,1.08,7.17
2022-08-05,2022-08-05 19:50:00,Melbourne,Collingwood,MCG,89,96,-7,0.0,False,1.32,3.19
2022-08-06,2022-08-06 13:45:00,Hawthorn,Gold Coast,UTAS Stadium,70,63,7,1.0,False,1.9,1.85
2022-08-06,2022-08-06 14:10:00,GWS Giants,Essendon,ENGIE Stadium,96,69,27,1.0,False,2.19,1.64
2022-08-06,2022-08-06 16:35:00,Western Bulldogs,Fremantle,Marvel Stadium,78,95,-17,0.0,False,1.44,2.67
2022-08-06,2022-08-06 19:10:00,Port Adelaide,Richmond,Adelaide Oval,71,109,-38,0.0,False,1.64,2.18
2022-08-06,2022-08-06 19:25:00,Geelong,St Kilda,GMHBA Stadium,110,65,45,1.0,False,1.14,5.35
2022-08-07,2022-08-07 13:10:00,North Melbourne,Sydney,Marvel Stadium,88,126,-38,0.0,False,8.48,1.06
2022-08-07,2022-08-07 14:10:00,West Coast,Adelaide,Optus Stadium,86,102,-16,0.0,False,1.98,1.78
2022-08-07,2022-08-07 15:20:00,Brisbane,Carlton,Gabba,114,81,33,1.0,False,1.3,3.4
2022-08-12,2022-08-12 19:50:00,St Kilda,Brisbane,Marvel Stadium,66,81,-15,0.0,False,2.74,1.42
2022-08-13,2022-08-13 13:40:00,Adelaide,North Melbourne,Adelaide Oval,103,74,29,1.0,False,1.16,4.95
2022-08-13,2022-08-13 13:45:00,Western Bulldogs,GWS Giants,Marvel Stadium,62,57,5,1.0,False,1.17,4.8
2022-08-13,2022-08-13 16:35:00,Gold Coast,Geelong,People First Stadium,59,119,-60,0.0,False,4.06,1.22
2022-08-13,2022-08-13 19:25:00,Melbourne,Carlton,MCG,79,74,5,1.0,False,1.26,3.66
2022-08-13,2022-08-13 19:40:00,Fremantle,West Coast,Optus Stadium,71,47,24,1.0,False,1.08,7.17
2022-08-14,2022-08-14 13:10:00,Richmond,Hawthorn,MCG,128,67,61,1.0,False,1.27,3.56
2022-08-14,2022-08-14 15:20:00,Sydney,Collingwood,SCG,77,50,27,1.0,False,1.32,3.22
2022-08-14,2022-08-14 16:40:00,Essendon,Port Adelaide,Marvel Stadium,62,146,-84,0.0,False,1.74,2.03
2022-08-19,2022-08-19 19:50:00,Brisbane,Melbourne,Gabba,57,115,-58,0.0,False,1.79,1.96
2022-08-20,2022-08-20 13:45:00,GWS Giants,Fremantle,Manuka Oval,69,89,-20,0.0,False,2.83,1.41
2022-08-20,2022-08-20 14:10:00,North Melbourne,Gold Coast,Marvel Stadium,47,114,-67,0.0,False,3.16,1.34
2022-08-20,2022-08-20 16:35:00,Geelong,West Coast,GMHBA Stadium,131,46,85,1.0,False,1.02,13.33
2022-08-20,2022-08-20 19:00:00,Port Adelaide,Adelaide,Adelaide Oval,111,55,56,1.0,False,1.29,3.4
2022-08-20,2022-08-20 19:25:00,Essendon,Richmond,MCG,75,141,-66,0.0,False,3.47,1.28
2022-08-21,2022-08-21 13:10:00,Hawthorn,Western Bulldogs,UTAS Stadium,64,87,-23,0.0,False,2.97,1.37
2022-08-21,2022-08-21 15:20:00,Carlton,Collingwood,MCG,74,75,-1,0.0,False,2.02,1.74
2022-08-21,2022-08-21 16:40:00,St Kilda,Sydney,Marvel Stadium,74,88,-14,0.0,False,4.29,1.2
2022-09-01,2022-09-01 19:20:00,Brisbane,Richmond,Gabba,106,104,2,1.0,True,2.14,1.67
2022-09-02,2022-09-02 19:50:00,Melbourne,Sydney,MCG,69,91,-22,0.0,True,1.48,2.58
2022-09-03,2022-09-03 16:35:00,Geelong,Collingwood,MCG,78,72,6,1.0,True,1.3,3.38
2022-09-03,2022-09-03 18:10:00,Fremantle,Western Bulldogs,Optus Stadium,73,60,13,1.0,True,1.53,2.44
2022-09-09,2022-09-09 19:50:00,Melbourne,Brisbane,MCG,79,92,-13,0.0,True,1.2,4.28
2022-09-10,2022-09-10 19:25:00,Collingwood,Fremantle,MCG,79,59,20,1.0,True,1.5,2.51
2022-09-16,2022-09-16 19:50:00,Geelong,Brisbane,MCG,120,49,71,1.0,True,1.27,3.73
2022-09-17,2022-09-17 16:45:00,Sydney,Collingwood,SCG,95,94,1,1.0,True,1.39,2.99
2022-09-24,2022-09-24 14:30:00,Geelong,Sydney,MCG,133,52,81,1.0,True,1.47,2.57
2023-03-16,2023-03-16 19:20:00,Richmond,Carlton,MCG,58,58,0,0.5,False,1.62,2.21
2023-03-17,2023-03-17 19:40:00,Geelong,Collingwood,MCG,103,125,-22,0.0,False,1.52,2.43
2023-03-18,2023-03-18 13:45:00,North Melbourne,West Coast,Marvel Stadium,87,82,5,1.0,False,1.88,1.86
2023-03-18,2023-03-18 16:05:00,Port Adelaide,Brisbane,Adelaide Oval,126,72,54,1.0,False,1.92,1.83
2023-03-18,2023-03-18 19:00:00,Gold Coast,Sydney,People First Stadium,61,110,-49,0.0,False,2.25,1.6
2023-03-18,2023-03-18 19:25:00,Melbourne,Western Bulldogs,MCG,115,65,50,1.0,False,1.73,2.02
2023-03-19,2023-03-19 13:10:00,GWS Giants,Adelaide,ENGIE Stadium,106,90,16,1.0,False,1.62,2.2
2023-03-19,2023-03-19 15:20:00,Hawthorn,Essendon,MCG,65,124,-59,0.0,False,2.08,1.69
2023-03-19,2023-03-19 16:40:00,St Kilda,Fremantle,Marvel Stadium,67,52,15,1.0,False,2.68,1.43
2023-03-23,2023-03-23 19:20:00,Carlton,Geelong,MCG,90,82,8,1.0,False,2.41,1.53
2023-03-24,2023-03-24 18:55:00,Brisbane,Melbourne,Gabba,93,82,11,1.0,False,2.05,1.72
2023-03-25,2023-03-25 13:45:00,Collingwood,Port Adelaide,MCG,135,64,71,1.0,False,1.53,2.41
2023-03-25,2023-03-25 16:05:00,Adelaide,Richmond,Adelaide Oval,76,108,-32,0.0,False,2.4,1.53
2023-03-25,2023-03-25 16:30:00,Fremantle,North Melbourne,Optus Stadium,72,73,-1,0.0,False,1.13,5.49
2023-03-25,2023-03-25 19:25:00,Western Bulldogs,St Kilda,Marvel Stadium,41,92,-51,0.0,False,1.49,2.52
2023-03-26,2023-03-26 13:10:00,Sydney,Hawthorn,SCG,118,37,81,1.0,False,1.07,7.47
2023-03-26,2023-03-26 15:20:00,Essendon,Gold Coast,Marvel Stadium,108,80,28,1.0,False,1.53,2.42
2023-03-26,2023-03-26 15:20:00,West Coast,GWS Giants,Optus Stadium,100,81,19,1.0,False,1.94,1.81
2023-03-30,2023-03-30 19:20:00,Western Bulldogs,Brisbane,Marvel Stadium,67,53,14,1.0,False,2.33,1.57
2023-03-31,2023-03-31 19:50:00,Collingwood,Richmond,MCG,63,49,14,1.0,False,1.43,2.79
2023-04-01,2023-04-01 13:45:00,Hawthorn,North Melbourne,UTAS Stadium,80,61,19,1.0,False,2.28,1.6
2023-04-01,2023-04-01 16:35:00,GWS Giants,Carlton,ENGIE Stadium,64,74,-10,0.0,False,2.33,1.57
2023-04-01,2023-04-01 19:00:00,Port Adelaide,Adelaide,Adelaide Oval,86,117,-31,0.0,False,1.35,3.08
2023-04-01,2023-04-01 19:25:00,St Kilda,Essendon,MCG,92,74,18,1.0,False,1.8,1.95
2023-04-02,2023-04-02 14:10:00,Gold Coast,Geelong,People First Stadium,73,54,19,1.0,False,3.05,1.35
2023-04-02,2023-04-02 15:20:00,Fremantle,West Coast,Optus Stadium,108,67,41,1.0,False,1.4,2.81
2023-04-02,2023-04-02 15:20:00,Melbourne,Sydney,MCG,134,84,50,1.0,False,1.71,2.07
2023-04-06,2023-04-06 19:35:00,Brisbane,Collingwood,Gabba,116,83,33,1.0,False,1.92,1.83
2023-04-07,2023-04-07 16:20:00,North Melbourne,Carlton,Marvel Stadium,84,107,-23,0.0,False,4.68,1.17
2023-04-08,2023-04-08 13:05:00,Adelaide,Fremantle,Adelaide Oval,111,72,39,1.0,False,1.65,2.17
2023-04-08,2023-04-08 16:35:00,Richmond,Western Bulldogs,MCG,84,89,-5,0.0,False,1.56,2.36
2023-04-08,2023-04-08 19:30:00,St Kilda,Gold Coast,Marvel Stadium,113,60,53,1.0,False,1.41,2.73
2023-04-08,2023-04-08 19:30:00,Sydney,Port Adelaide,SCG,64,66,-2,0.0,False,1.33,3.21
2023-04-09,2023-04-09 14:10:00,Essendon,GWS Giants,Marvel Stadium,88,75,13,1.0,False,1.46,2.6
2023-04-09,2023-04-09 15:20:00,West Coast,Melbourne,Optus Stadium,63,126,-63,0.0,False,8.77,1.05
2023-04-10,2023-04-10 15:20:00,Geelong,Hawthorn,MCG,127,45,82,1.0,False,1.16,4.98
2023-04-13,2023-04-13 19:10:00,Adelaide,Carlton,Adelaide Oval,118,62,56,1.0,False,1.97,1.78
2023-04-14,2023-04-14 16:40:00,Fremantle,Gold Coast,Norwood Oval,100,90,10,1.0,False,1.64,2.19
2023-04-14,2023-04-14 19:40:00,Richmond,Sydney,Adelaide Oval,78,122,-44,0.0,False,2.21,1.62
2023-04-15,2023-04-15 12:40:00,Brisbane,North Melbourne,Adelaide Hills,152,77,75,1.0,False,1.2,4.27
2023-04-15,2023-04-15 13:40:00,Essendon,Melbourne,Adelaide Oval,104,77,27,1.0,False,3.24,1.32
2023-04-15,2023-04-15 19:20:00,Port Adelaide,Western Bulldogs,Adelaide Oval,70,56,14,1.0,False,1.47,2.59
2023-04-16,2023-04-16 12:40:00,Geelong,West Coast,Adelaide Oval,136,89,47,1.0,False,1.04,9.55
2023-04-16,2023-04-16 14:50:00,GWS Giants,Hawthorn,Norwood Oval,77,75,2,1.0,False,1.44,2.67
2023-04-16,2023-04-16 16:20:00,Collingwood,St Kilda,Adelaide Oval,70,64,6,1.0,False,1.49,2.52
2023-04-21,2023-04-21 18:10:00,Fremantle,Western Bulldogs,Optus Stadium,69,118,-49,0.0,False,1.79,1.97
2023-04-22,2023-04-22 13:05:00,Port Adelaide,West Coast,Adelaide Oval,109,69,40,1.0,False,1.05,9.24
2023-04-22,2023-04-22 16:35:00,GWS Giants,Brisbane,Manuka Oval,87,108,-21,0.0,False,3.15,1.33
2023-04-22,2023-04-22 19:25:00,Geelong,Sydney,GMHBA Stadium,130,37,93,1.0,False,1.38,2.9
2023-04-23,2023-04-23 13:10:00,Hawthorn,Adelaide,UTAS Stadium,76,79,-3,0.0,False,3.57,1.27
2023-04-23,2023-04-23 15:20:00,Carlton,St Kilda,Marvel Stadium,60,82,-22,0.0,False,2.05,1.72
2023-04-23,2023-04-23 16:40:00,Gold Coast,North Melbourne,People First Stadium,97,54,43,1.0,False,1.21,4.18
2023-04-24,2023-04-24 19:20:00,Melbourne,Richmond,MCG,96,78,18,1.0,False,1.29,3.43
2023-04-25,2023-04-25 15:20:00,Collingwood,Essendon,MCG,90,77,13,1.0,False,1.48,2.54
2023-04-28,2023-04-28 19:50:00,St Kilda,Port Adelaide,Marvel Stadium,76,83,-7,0.0,False,1.48,2.54
2023-04-29,2023-04-29 13:45:00,Brisbane,Fremantle,Gabba,115,67,48,1.0,False,1.15,5.14
2023-04-29,2023-04-29 14:10:00,Sydney,GWS Giants,SCG,106,107,-1,0.0,False,1.26,3.63
2023-04-29,2023-04-29 16:35:00,Western Bulldogs,Hawthorn,Marvel Stadium,94,65,29,1.0,False,1.23,4.02
2023-04-29,2023-04-29 17:30:00,West Coast,Carlton,Optus Stadium,44,152,-108,0.0,False,4.23,1.2
2023-04-29,2023-04-29 19:25:00,Melbourne,North Melbourne,MCG,139,49,90,1.0,False,1.06,8.77
2023-04-30,2023-04-30 13:10:00,Essendon,Geelong,MCG,104,132,-28,0.0,False,2.75,1.42
2023-04-30,2023-04-30 15:20:00,Richmond,Gold Coast,Marvel Stadium,48,72,-24,0.0,False,1.41,2.76
2023-04-30,2023-04-30 16:10:00,Adelaide,Collingwood,Adelaide Oval,58,59,-1,0.0,False,2.06,1.72
2023-05-05,2023-05-05 19:50:00,Carlton,Brisbane,Marvel Stadium,74,100,-26,0.0,False,1.76,1.98
2023-05-06,2023-05-06 13:45:00,Richmond,West Coast,MCG,104,58,46,1.0,False,1.08,7.03
2023-05-06,2023-05-06 14:10:00,Geelong,Adelaide,GMHBA Stadium,98,72,26,1.0,False,1.19,4.36
2023-05-06,2023-05-06 16:35:00,Gold Coast,Melbourne,People First Stadium,85,90,-5,0.0,False,3.17,1.33
2023-05-06,2023-05-06 17:30:00,Fremantle,Hawthorn,Optus Stadium,117,48,69,1.0,False,1.33,3.19
2023-05-06,2023-05-06 19:25:00,GWS Giants,Western Bulldogs,Manuka Oval,71,86,-15,0.0,False,2.75,1.42
2023-05-07,2023-05-07 12:40:00,Port Adelaide,Essendon,Adelaide Oval,92,87,5,1.0,False,1.45,2.63
2023-05-07,2023-05-07 15:20:00,Collingwood,Sydney,MCG,77,48,29,1.0,False,1.42,2.74
2023-05-07,2023-05-07 16:40:00,North Melbourne,St Kilda,Marvel Stadium,34,64,-30,0.0,False,5.83,1.12
2023-05-12,2023-05-12 18:40:00,West Coast,Gold Coast,Optus Stadium,43,113,-70,0.0,False,3.38,1.29
2023-05-12,2023-05-12 19:20:00,Richmond,Geelong,MCG,102,78,24,1.0,False,2.81,1.4
2023-05-13,2023-05-13 13:45:00,Sydney,Fremantle,SCG,86,103,-17,0.0,False,1.29,3.37
2023-05-13,2023-05-13 14:10:00,North Melbourne,Port Adelaide,Ninja Stadium,65,135,-70,0.0,False,4.51,1.18
2023-05-13,2023-05-13 16:35:00,Hawthorn,Melbourne,MCG,49,103,-54,0.0,False,6.57,1.09
2023-05-13,2023-05-13 19:25:00,Brisbane,Essendon,Gabba,87,45,42,1.0,False,1.18,4.59
2023-05-13,2023-05-13 19:30:00,Carlton,Western Bulldogs,Marvel Stadium,59,79,-20,0.0,False,1.82,1.93
2023-05-14,2023-05-14 12:40:00,Adelaide,St Kilda,Adelaide Oval,121,69,52,1.0,False,1.57,2.32
2023-05-14,2023-05-14 16:40:00,Collingwood,GWS Giants,MCG,120,55,65,1.0,False,1.13,5.56
2023-05-19,2023-05-19 19:50:00,Port Adelaide,Melbourne,Adelaide Oval,80,76,4,1.0,False,2.21,1.62
2023-05-20,2023-05-20 13:45:00,North Melbourne,Sydney,Marvel Stadium,90,93,-3,0.0,False,5.35,1.13
2023-05-20,2023-05-20 14:10:00,Western Bulldogs,Adelaide,Mars Stadium,85,40,45,1.0,False,1.49,2.49
2023-05-20,2023-05-20 14:35:00,Fremantle,Geelong,Optus Stadium,106,77,29,1.0,False,2.18,1.63
2023-05-20,2023-05-20 19:30:00,Brisbane,Gold Coast,Gabba,107,64,43,1.0,False,1.24,3.8
2023-05-20,2023-05-20 19:40:00,Essendon,Richmond,MCG,71,70,1,1.0,False,2.38,1.54
2023-05-21,2023-05-21 13:10:00,Hawthorn,West Coast,UTAS Stadium,142,26,116,1.0,False,1.23,3.87
2023-05-21,2023-05-21 15:20:00,Carlton,Collingwood,MCG,57,85,-28,0.0,False,2.59,1.46
2023-05-21,2023-05-21 16:40:00,GWS Giants,St Kilda,ENGIE Stadium,80,92,-12,0.0,False,2.28,1.58
2023-05-26,2023-05-26 19:50:00,Sydney,Carlton,SCG,77,51,26,1.0,False,2.01,1.79
2023-05-27,2023-05-27 13:45:00,St Kilda,Hawthorn,Marvel Stadium,78,88,-10,0.0,False,1.22,4.01
2023-05-27,2023-05-27 14:10:00,Melbourne,Fremantle,MCG,72,79,-7,0.0,False,1.33,3.18
2023-05-27,2023-05-27 16:45:00,Geelong,GWS Giants,GMHBA Stadium,74,81,-7,0.0,False,1.08,7.28
2023-05-27,2023-05-27 17:30:00,West Coast,Essendon,Optus Stadium,46,96,-50,0.0,False,7.07,1.08
2023-05-27,2023-05-27 18:55:00,Gold Coast,Western Bulldogs,TIO Stadium,84,77,7,1.0,False,2.44,1.51
2023-05-28,2023-05-28 13:10:00,Richmond,Port Adelaide,MCG,67,77,-10,0.0,False,1.92,1.83
2023-05-28,2023-05-28 15:20:00,Collingwood,North Melbourne,Marvel Stadium,105,70,35,1.0,False,1.04,9.19
2023-05-28,2023-05-28 16:10:00,Adelaide,Brisbane,Adelaide Oval,95,78,17,1.0,False,2.18,1.65
2023-06-02,2023-06-02 19:50:00,Melbourne,Carlton,MCG,61,44,17,1.0,False,1.4,2.83
2023-06-03,2023-06-03 13:45:00,Port Adelaide,Hawthorn,Adelaide Oval,151,96,55,1.0,False,1.11,6.05
2023-06-03,2023-06-03 16:35:00,West Coast,Collingwood,Optus Stadium,57,120,-63,0.0,False,10.48,1.03
2023-06-03,2023-06-03 19:00:00,Gold Coast,Adelaide,TIO Stadium,112,87,25,1.0,False,1.96,1.79
2023-06-03,2023-06-03 19:25:00,Western Bulldogs,Geelong,Marvel Stadium,75,97,-22,0.0,False,1.64,2.18
2023-06-04,2023-06-04 13:10:00,GWS Giants,Richmond,ENGIE Stadium,104,110,-6,0.0,False,1.82,1.93
2023-06-04,2023-06-04 16:40:00,Essendon,North Melbourne,Marvel Stadium,105,99,6,1.0,False,1.18,4.55
2023-06-08,2023-06-08 19:10:00,Sydney,St Kilda,SCG,66,80,-14,0.0,False,1.55,2.36
2023-06-09,2023-06-09 19:50:00,Western Bulldogs,Port Adelaide,Marvel Stadium,85,107,-22,0.0,False,1.99,1.77
2023-06-10,2023-06-10 13:45:00,Hawthorn,Brisbane,MCG,98,73,25,1.0,False,3.74,1.25
2023-06-10,2023-06-10 16:05:00,Adelaide,West Coast,Adelaide Oval,174,52,122,1.0,False,1.03,11.21
2023-06-10,2023-06-10 17:25:00,Fremantle,Richmond,Optus Stadium,70,85,-15,0.0,False,1.63,2.21
2023-06-11,2023-06-11 15:20:00,North Melbourne,GWS Giants,Ninja Stadium,75,103,-28,0.0,False,2.65,1.45
2023-06-11,2023-06-11 19:15:00,Carlton,Essendon,MCG,52,86,-34,0.0,False,1.86,1.89
2023-06-12,2023-06-12 15:20:00,Melbourne,Collingwood,MCG,66,62,4,1.0,False,1.96,1.79
2023-06-15,2023-06-15 18:50:00,Port Adelaide,Geelong,Adelaide Oval,110,72,38,1.0,False,1.57,2.34
2023-06-16,2023-06-16 19:50:00,Brisbane,Sydney,Gabba,97,81,16,1.0,False,1.24,3.87
2023-06-17,2023-06-17 16:35:00,GWS Giants,Fremantle,ENGIE Stadium,106,36,70,1.0,False,1.73,2.04
2023-06-17,2023-06-17 19:25:00,Richmond,St Kilda,MCG,90,70,20,1.0,False,1.68,2.12
2023-06-18,2023-06-18 13:10:00,Carlton,Gold Coast,MCG,120,61,59,1.0,False,1.63,2.21
2023-06-18,2023-06-18 16:40:00,North Melbourne,Western Bulldogs,Marvel Stadium,84,105,-21,0.0,False,4.8,1.17
2023-06-22,2023-06-22 19:20:00,Geelong,Melbourne,GMHBA Stadium,78,63,15,1.0,False,1.79,1.99
2023-06-23,2023-06-23 19:50:00,St Kilda,Brisbane,Marvel Stadium,56,84,-28,0.0,False,2.19,1.65
2023-06-24,2023-06-24 16:35:00,Sydney,West Coast,SCG,205,34,171,1.0,False,1.03,12.23
2023-06-24,2023-06-24 17:25:00,Fremantle,Essendon,Optus Stadium,93,61,32,1.0,False,1.66,2.16
2023-06-25,2023-06-25 13:10:00,Collingwood,Adelaide,MCG,82,80,2,1.0,False,1.35,3.13
2023-06-25,2023-06-25 16:40:00,Gold Coast,Hawthorn,People First Stadium,101,34,67,1.0,False,1.27,3.61
2023-06-29,2023-06-29 19:20:00,Brisbane,Richmond,Gabba,134,53,81,1.0,False,1.33,3.21
2023-06-30,2023-06-30 19:50:00,Sydney,Geelong,SCG,54,54,0,0.5,False,1.92,1.83
2023-07-01,2023-07-01 13:15:00,Adelaide,North Melbourne,Adelaide Oval,138,72,66,1.0,False,1.06,8.22
2023-07-01,2023-07-01 13:45:00,Western Bulldogs,Fremantle,Marvel Stadium,102,73,29,1.0,False,1.52,2.43
2023-07-01,2023-07-01 16:35:00,Gold Coast,Collingwood,People First Stadium,42,120,-78,0.0,False,2.18,1.65
2023-07-01,2023-07-01 19:25:00,Essendon,Port Adelaide,MCG,74,78,-4,0.0,False,2.68,1.44
2023-07-02,2023-07-02 13:10:00,Hawthorn,Carlton,MCG,52,112,-60,0.0,False,3.12,1.34
2023-07-02,2023-07-02 14:40:00,West Coast,St Kilda,Optus Stadium,77,85,-8,0.0,False,9.69,1.04
2023-07-02,2023-07-02 15:20:00,Melbourne,GWS Giants,Traeger Park,45,47,-2,0.0,False,1.39,2.88
2023-07-06,2023-07-06 19:20:00,Richmond,Sydney,MCG,88,75,13,1.0,False,1.88,1.87
2023-07-07,2023-07-07 19:50:00,Western Bulldogs,Collingwood,Marvel Stadium,77,89,-12,0.0,False,2.39,1.55
2023-07-08,2023-07-08 13:45:00,Brisbane,West Coast,Gabba,116,35,81,1.0,False,1.01,23.48
2023-07-08,2023-07-08 16:35:00,GWS Giants,Hawthorn,ENGIE Stadium,85,72,13,1.0,False,1.14,5.28
2023-07-08,2023-07-08 19:10:00,Port Adelaide,Gold Coast,Adelaide Oval,106,73,33,1.0,False,1.18,4.65
2023-07-08,2023-07-08 19:25:00,St Kilda,Melbourne,Marvel Stadium,58,79,-21,0.0,False,2.65,1.45
2023-07-09,2023-07-09 13:10:00,Geelong,North Melbourne,GMHBA Stadium,125,63,62,1.0,False,1.03,10.5
2023-07-09,2023-07-09 14:40:00,Fremantle,Carlton,Optus Stadium,45,98,-53,0.0,False,1.75,2.01
2023-07-09,2023-07-09 15:20:00,Essendon,Adelaide,Marvel Stadium,115,97,18,1.0,False,1.86,1.88
2023-07-13,2023-07-13 19:20:00,Sydney,Western Bulldogs,SCG,78,76,2,1.0,False,1.6,2.25
2023-07-14,2023-07-14 19:50:00,Melbourne,Brisbane,MCG,105,104,1,1.0,False,1.94,1.8
2023-07-15,2023-07-15 13:45:00,Collingwood,Fremantle,MCG,113,67,46,1.0,False,1.06,8.08
2023-07-15,2023-07-15 14:10:00,Gold Coast,St Kilda,People First Stadium,77,51,26,1.0,False,1.52,2.44
2023-07-15,2023-07-15 16:35:00,Carlton,Port Adelaide,Marvel Stadium,122,72,50,1.0,False,1.79,1.95
2023-07-15,2023-07-15 19:10:00,Adelaide,GWS Giants,Adelaide Oval,57,71,-14,0.0,False,1.32,3.22
2023-07-15,2023-07-15 19:25:00,Geelong,Essendon,GMHBA Stadium,122,45,77,1.0,False,1.24,3.79
2023-07-16,2023-07-16 13:10:00,North Melbourne,Hawthorn,Marvel Stadium,40,88,-48,0.0,False,3.02,1.36
2023-07-16,2023-07-16 14:40:00,West Coast,Richmond,Optus Stadium,60,98,-38,0.0,False,6.63,1.09
2023-07-21,2023-07-21 19:50:00,Essendon,Western Bulldogs,Marvel Stadium,49,90,-41,0.0,False,2.27,1.59
2023-07-22,2023-07-22 13:45:00,Richmond,Hawthorn,MCG,96,95,1,1.0,False,1.35,3.02
2023-07-22,2023-07-22 14:10:00,Carlton,West Coast,Marvel Stadium,140,69,71,1.0,False,1.02,14.01
2023-07-22,2023-07-22 16:35:00,Brisbane,Geelong,Gabba,64,53,11,1.0,False,1.48,2.53
2023-07-22,2023-07-22 17:40:00,Fremantle,Sydney,Optus Stadium,76,105,-29,0.0,False,2.59,1.46
2023-07-22,2023-07-22 19:10:00,Port Adelaide,Collingwood,Adelaide Oval,83,85,-2,0.0,False,1.88,1.85
2023-07-23,2023-07-23 13:10:00,GWS Giants,Gold Coast,Manuka Oval,103,63,40,1.0,False,1.61,2.24
2023-07-23,2023-07-23 15:20:00,Melbourne,Adelaide,MCG,97,93,4,1.0,False,1.27,3.52
2023-07-23,2023-07-23 16:40:00,St Kilda,North Melbourne,Marvel Stadium,69,61,8,1.0,False,1.13,5.58
2023-07-28,2023-07-28 19:50:00,Collingwood,Carlton,MCG,76,93,-17,0.0,False,1.36,2.99
2023-07-29,2023-07-29 13:45:00,Geelong,Fremantle,GMHBA Stadium,64,71,-7,0.0,False,1.04,9.45
2023-07-29,2023-07-29 13:45:00,Western Bulldogs,GWS Giants,Mars Stadium,73,78,-5,0.0,False,1.43,2.71
2023-07-29,2023-07-29 16:35:00,Gold Coast,Brisbane,People First Stadium,96,55,41,1.0,False,3.13,1.34
2023-07-29,2023-07-29 19:10:00,Adelaide,Port Adelaide,Adelaide Oval,112,65,47,1.0,False,2.65,1.44
2023-07-29,2023-07-29 19:25:00,Essendon,Sydney,Marvel Stadium,99,101,-2,0.0,False,2.43,1.52
2023-07-30,2023-07-30 13:10:00,Hawthorn,St Kilda,Marvel Stadium,93,122,-29,0.0,False,2.13,1.67
2023-07-30,2023-07-30 14:40:00,West Coast,North Melbourne,Optus Stadium,72,67,5,1.0,False,2.26,1.6
2023-07-30,2023-07-30 15:20:00,Richmond,Melbourne,MCG,98,130,-32,0.0,False,2.36,1.55
2023-08-04,2023-08-04 19:50:00,Western Bulldogs,Richmond,Marvel Stadium,126,71,55,1.0,False,1.4,2.78
2023-08-05,2023-08-05 13:40:00,Adelaide,Gold Coast,Adelaide Oval,89,61,28,1.0,False,1.29,3.36
2023-08-05,2023-08-05 13:45:00,Essendon,West Coast,Marvel Stadium,73,72,1,1.0,False,1.04,9.53
2023-08-05,2023-08-05 16:35:00,Hawthorn,Collingwood,MCG,105,73,32,1.0,False,5.04,1.14
2023-08-05,2023-08-05 19:25:00,Geelong,Port Adelaide,GMHBA Stadium,97,85,12,1.0,False,1.32,3.13
2023-08-05,2023-08-05 19:30:00,GWS Giants,Sydney,ENGIE Stadium,85,96,-11,0.0,False,1.62,2.19
